team_name,feels_like_temperature__team_match_ball_in_play_time,feels_like_temperature__team_match_directness,feels_like_temperature__team_match_dribble_ratio,feels_like_temperature__team_match_gk_long_pass_ratio,feels_like_temperature__team_match_gk_pass_distance,feels_like_temperature__team_match_high_press_shots_conceded,feels_like_temperature__team_match_pace_towards_goal,feels_like_temperature__team_match_passing_ratio,total_rainfall_amount_previous_hour__team_match_ball_in_play_time,total_rainfall_amount_previous_hour__team_match_directness,total_rainfall_amount_previous_hour__team_match_dribble_ratio,total_rainfall_amount_previous_hour__team_match_gk_long_pass_ratio,total_rainfall_amount_previous_hour__team_match_gk_pass_distance,total_rainfall_amount_previous_hour__team_match_high_press_shots_conceded,total_rainfall_amount_previous_hour__team_match_pace_towards_goal,total_rainfall_amount_previous_hour__team_match_passing_ratio,wind_gust_10m__team_match_ball_in_play_time,wind_gust_10m__team_match_directness,wind_gust_10m__team_match_dribble_ratio,wind_gust_10m__team_match_gk_long_pass_ratio,wind_gust_10m__team_match_gk_pass_distance,wind_gust_10m__team_match_high_press_shots_conceded,wind_gust_10m__team_match_pace_towards_goal,wind_gust_10m__team_match_passing_ratio,wind_speed_10m__team_match_ball_in_play_time,wind_speed_10m__team_match_directness,wind_speed_10m__team_match_dribble_ratio,wind_speed_10m__team_match_gk_long_pass_ratio,wind_speed_10m__team_match_gk_pass_distance,wind_speed_10m__team_match_high_press_shots_conceded,wind_speed_10m__team_match_pace_towards_goal,wind_speed_10m__team_match_passing_ratio
AFC Bournemouth,-0.1978618678799258,0.03281048772017292,0.027692871046388148,-0.1049843455131035,0.11086977147203454,0.3844254167335166,-0.1924967021197261,0.13870468683595508,0.1650945009845737,0.00986744469892221,-0.04153691861457819,-0.08618748505252173,0.09222321265113517,0.12132243163508007,0.1790051672894015,0.04728841049064709,-0.014761680380570946,-0.01144586960815702,0.16210219297780773,-0.005007096557017311,-0.14704102489157633,0.1806663423734552,0.11221961650435658,-0.2635505201267077,-0.08112082824765088,-0.02747923976510413,0.20012424991249897,-0.03787359132543845,-0.10949915980590286,0.042384972100807466,0.05792375396671163,-0.20894839480137756
AFC Wimbledon,-0.010474855052071548,0.10230395695641469,-0.01725342906735931,-0.11210093355105058,0.014486890588563275,-0.2479460144190351,-0.0670291304505294,-0.14155319031203972,0.09794194613785907,-0.05722354664948834,-0.07621595990981715,-0.015538552659539141,-0.022246773320964593,0.010493788894315188,-0.047681439331096524,0.11782996589680862,-0.015303430344168744,-0.24841406335758598,0.041039431381353526,-0.05894597319720945,-0.037301981272927304,0.10023924084429792,-0.2592316918603628,0.1825153555425758,0.04889252890537775,-0.11703161769159179,0.07195903266013529,-0.14657005127684752,0.0654407549209951,0.028280890226571667,-0.08461576929202977,0.2536541383631874
Accrington Stanley,0.059310514858057224,-0.00276262636187725,-0.06440592683565641,0.2319585482056915,0.2840196991544422,-0.06855767795656655,-0.0674238635927497,0.08445412078328395,-0.17639016007896377,0.056907187717991435,0.04742017463024253,0.08574016014520294,-0.0018698026236664157,-0.036520983736374954,0.11308445134412053,-0.3061510695710928,-0.33233111654590247,0.20961913548957103,-0.15125568962187474,0.06074615943085952,-0.03376868181815123,0.09774932560312523,0.16412011677577826,-0.21135633349777402,-0.2983024818048374,0.2389468045075389,-0.22154576838490184,0.04108172013772619,-0.006527140722290312,0.13268416226873012,0.25675014307608746,-0.11859294421553622
Arsenal,0.16015422835045431,0.06118592797453081,0.056114472926774676,0.261445843811939,-0.10871938754326665,0.006025021110385663,-0.08521470654123041,0.026113777028762063,0.11319795440642333,0.040781052482659945,-0.14266258242050472,0.008174696575066686,0.007199992754914764,-0.03373451642575538,-0.06917700567651916,0.10798078375318396,-0.04377331672897436,0.2013136060928354,0.17837047307882148,-0.25200632850959276,-0.14230995209417263,0.06263574311043064,0.14359688355240605,0.022828283484077946,0.019297152793110013,0.2500017676780653,0.23078912072713637,-0.19600825328330201,-0.11409434428175287,-0.006374056512557936,0.29541933421612127,0.05466139279836767
Aston Villa,0.0035215352679078393,-0.296899597686946,-0.17136058232110696,0.1447859657136723,-0.05844976756799012,-0.1187585298527776,0.07025569468853397,0.06954715932659657,0.09233681966784617,0.10350471646800599,-0.02500437678182347,-0.12510785254676865,-0.06813674884969542,-0.025658074694095936,0.08073223592608778,0.22492454430608122,-0.17562609698660428,0.06377849467982392,-0.2373253988899687,-0.24829482397289487,0.29887363778638193,-0.2090131744069108,-0.13537858040628833,-0.2315859390709468,-0.19937806814314182,0.19418513641853888,-0.2680022866639125,-0.3655420561199478,0.18824077568812225,-0.06851699432066266,-0.12093576760561771,-0.19328023692341442
Barnsley,0.19945493982578819,0.011165793473503978,-0.22734753503542637,0.03193599002345059,-0.13103038771624562,-0.028679182928549533,0.1508063729065469,0.16083843247761156,0.07016463735184016,0.12522275584064757,0.0346580568673101,0.035596048799366606,-0.09935475876632557,-0.13414129315089188,0.010581168051445771,-0.20614662422224014,0.07246167324712201,0.09968299139706326,0.06823505388816697,-0.01518521925243191,0.12841506126018387,0.3780736541580906,-0.013501784604220237,0.08275663184797102,0.13362099465337124,0.05502368466377712,0.017131184493892303,0.08923751376170308,0.012427573065201066,0.37463405777508185,0.07753729695053845,0.0002591081320376395
Barrow,0.06060522016117906,-0.01198969518547382,0.029962741768373272,0.01560453745811412,-0.16940060392246142,0.09984466020195404,-0.2022374237455396,-0.06296940216095619,-0.2920876461233237,0.01337831854306216,-0.1259627341334646,-0.019981666723784177,0.18417226572796377,0.04297879491976637,-6.0532332192646074e-05,-0.061042853744539945,-0.30241286327033107,0.05000877804497414,-0.12287278449803939,0.14300906348871914,-0.06874778089622884,-0.06727401715287687,0.21808912135139785,0.10377398623176727,-0.2954208708012232,0.054221001187829236,-0.07642512387479522,0.1832915184156186,-0.26478104180167505,-0.12348180867101925,0.11899207306207875,-0.04173948294434688
Birmingham City,0.2202588354851657,-0.008714554064885761,-0.1701408716884583,-0.2598139770308966,0.29212277340082815,-0.357931846982474,0.14511262676498227,-0.08480697694363218,0.1027727873900101,-0.1347020057897854,0.06292556527911389,-0.038498306612327775,0.17066388637784805,-0.0299382842719489,-0.06951859229994864,0.18900620900181328,0.03839091500274333,-0.32807687076621966,-0.3482143077250006,-0.1690160442419457,0.16201314290297952,-0.15708939557663928,-0.5106947322190274,-0.04782914659383939,0.01904754865550297,-0.25912995618790746,-0.4789319307138936,-0.2956368780938755,0.12443755778479645,-0.22461757054874662,-0.3594296270357002,-0.11441218824406252
Blackburn Rovers,-0.05707446942457743,-0.05586523472365984,0.08399759836039429,0.020863251821199177,-0.025752013050390793,-0.04061986313005718,0.32850064996750805,0.14358224512623333,-0.17356216088876966,0.009070761815404005,0.056954558969947416,-0.10089606438962061,0.20981190253977042,-0.18426426387973863,0.05409055680246141,-0.1020115492273544,0.06610682613453994,-0.31191951827200404,-0.09368160534327061,0.07648528503144915,0.1042795179252158,0.059049839954771685,-0.17656580050688817,0.2216961017133359,0.0589244475655242,-0.2847050615634967,-0.12270090781655744,0.0965091921119076,0.23306569220392842,0.063968256084518,-0.013584286152275723,0.29290395812630643
Blackpool,0.4991956795479249,0.13974406608591486,-0.28781685295319726,0.07549795227753119,-0.1395364092400402,-0.13225219654361461,-0.15160101367163,0.1755030007528302,-0.16177032599003593,-0.028962586299502605,0.029862148961240755,-0.0020207774592108634,0.2675524300574999,0.015043952682998298,0.13080883401848248,-0.029162496741678975,-0.07267194156657855,-0.3456885185047233,0.0008604488589105632,-0.030577117155102473,-0.020949187569124686,-0.3581106210079396,-0.34397794861757014,-0.06859478565063397,0.010631047588608555,-0.27110156892580306,-0.02487134975968183,-0.008737884838668863,0.00774361935545381,-0.3818225911719274,-0.26899652679078395,0.0024945189107383426
Bolton Wanderers,-0.02621421108659481,-0.10970277467983205,-0.3003296241596503,-0.08302348267652224,0.17368595629768743,0.08818244125847806,-0.062286231657206786,-0.11472341356946145,-0.042272951102505084,-0.1660364086362603,0.044355077997991155,0.12488026776744875,-0.08051742211967369,0.08013831342929634,-0.10200052218427169,-0.07451948630977608,-0.2048261893632778,0.09950586450372353,0.029587809665274748,-0.01502623132697456,-0.030272749743422794,-0.051229938104597195,-0.05915921870699472,-0.08093675631870843,-0.3126198341576802,0.13866386571845335,0.06960897776680541,0.03563541471593087,0.02530257835822579,0.009202396410949333,0.036505638531835666,-0.11837081464395426
Bradford City,0.1799384989405853,0.0621399608599618,0.06370705991029604,0.16351566523798192,-0.20078096423210479,0.32309393635203204,-0.16018426603278443,0.03501882447324634,0.09937608290092187,-0.1945914466756498,0.04607093478493504,0.09208908621732995,-0.09032176456661728,-0.06438218282797756,0.025985742347667196,-0.0216689470385612,-0.20990865189979657,0.2688236223464574,0.050051764145372345,-0.1350720049217324,0.11559588025857646,-0.10479549652843592,0.19568668976838302,-0.3686680614606907,-0.27788706772606203,0.2551891837011764,0.10488353762321158,-0.19545404874729636,0.0787502774267397,-0.06432143746808991,0.13519684057469739,-0.34593067986934073
Brentford,0.04529641517572957,0.038621420104932386,-0.05969017996979471,0.2734418466746795,-0.2902881228358705,0.044624010637758706,0.061336910188856446,-0.10763996463733004,-0.003945526205948674,0.01806964682686859,0.0036067099470449694,0.19617197978682865,-0.16271493858444472,-0.030333316422889143,-0.11610207057988116,-0.0708978209099617,0.10542003814478794,-0.29336921354512113,-0.0599007158672874,0.010459782851894922,-0.051626062231672966,0.07159126180899232,0.04397322634922167,0.15065481996399663,-0.01719095744008985,-0.28955606382387233,-0.07786777348882612,-0.1346810075437134,0.016624244316325466,-0.07402144655968979,0.07766700682179205,-0.005570770069669814
Brighton & Hove Albion,-0.16141909860520137,0.1163097696652476,-0.09697422600143382,0.0024722980071014665,0.0037089585219074843,0.12853467037323074,0.1767261184016515,0.23364350217052196,-0.011681037183044687,-0.03787493985562829,-0.13451825863048605,-0.09546672870321707,-0.08438034674592575,0.06156702608806145,-0.22605713844279476,-0.07432743410073216,0.3511458165484114,0.02531174293370732,-0.2732539574958493,0.11498616901772542,0.11188472091824932,0.0056087136544105565,-0.14383413974900772,-0.052470168509252485,0.1891591591121551,0.060488413191685374,-0.13190921250077514,0.11692464383429847,0.104698020521441,0.0293923547405675,-0.07406157175800597,-0.14112908648788505
Bristol City,-0.27572899662081746,-0.11211558486507495,0.06507276799578153,-0.17046874326327094,0.2041929875228594,0.16960722599245498,0.06397211928415437,-0.03126527140570799,-0.021848360836939786,0.27738874397516144,0.011041173026171181,-0.022580271870075476,-0.14788517581908509,-0.12685674675469957,-0.22287471313827686,-0.08475035714200443,-0.21944450699066415,0.10383338169336956,0.06306825176798135,0.05562615915417773,0.007565514935031561,0.17579538016728039,-0.06038567342418532,-0.10867946964819701,-0.18777188650306514,0.27960968503910344,0.05828030154155042,-0.1227637255992856,0.02900444365325307,0.24010057846369406,-0.05993641805666966,-0.14840633184194288
Bristol Rovers,0.3598140096600475,-0.27717720454214206,0.11152925213342164,0.2010630567762058,-0.5166021870209748,0.030306040421345055,-0.07869101319014285,0.012138987891503104,0.052074815207648735,0.05772196541616911,-0.12387455501961336,0.11317036397954054,-0.09297569207940215,-0.054177652022654114,0.051235601472032814,-0.06640356797741191,-0.2226637241211879,-0.08718525496473993,-0.0019969365298387063,-0.15551177073701664,-0.07937206504869902,-0.18641400904103206,0.1669828268720919,-0.1723659577661845,-0.1830838060168124,-0.1469495400022532,0.06451571118515274,-0.12503712563314398,-0.10017836889741209,-0.054659598780598,0.039840142241358206,-0.27014439993196565
Burnley,0.1554140178101616,-0.03864590478621029,-0.18210125293077487,0.3325687008176062,-0.18906274063843437,0.5595277407026543,-0.12117780034139433,0.4043219578909953,-0.029118719778127244,-0.042653742041877565,0.30627592653448776,-0.13371873158871028,0.02527182548361214,0.10085434609341432,-0.15654961964278832,-0.01082017244263415,0.11930207813397238,-0.011231173352271431,0.11607240282046587,-0.008689737450476766,-0.14122652793267923,-0.12997479751497043,-0.22750169463663686,-0.18414188222656208,-0.023830367603760994,0.12491446081451966,0.12079759130332791,-0.04353247017845138,0.06666904593319131,-0.06580948826670446,-0.024440495740732614,-0.1273976624771092
Burton Albion,0.03626195686235185,0.19040266839108053,-0.17714059861997833,0.12084785292296506,0.04196393307591942,-0.41490067486325327,-0.061196575299655,-0.07927380329164327,-0.09084505602032728,0.044647069674465314,-0.09541339035237291,-0.0566293833564717,0.08650633482654495,-0.08253660291695541,0.004007847940830891,0.028846245022814267,0.04112780077054394,-0.04628549551207786,-0.12549560375364419,0.04227173718304319,0.03277064218312733,0.05749566566076376,-0.02101725286315223,-0.08708338512928446,0.015435652777344462,-0.04542562876607779,-0.07348157227229486,0.14214578865547628,0.03886244243007791,-0.060877631323654036,0.007027627944676064,-0.09732905986759403
Cambridge United,0.27522237723012927,-0.021325570508294787,-0.1617740132873498,-0.034618462933336425,0.22893237589068488,-0.09990136169579836,0.04213216733624128,-0.019551545779335214,0.024055890863009306,-0.0687901030571846,-0.019407710589230215,0.00315469391461694,0.09892234927484247,0.1415538496411581,0.012762398587376095,0.1341109765058968,-0.0509534542100391,-0.07303555047280462,0.22030998052040046,0.22811308561743127,0.2208500940936604,-0.14296590088929784,0.14469200474398297,0.10909625645312072,0.021433642547957432,-0.010122186073044534,0.10770986365881997,0.14684398310531985,0.3033508413275499,-0.2357938321966649,0.21655933915101688,0.11810325338196441
Cardiff City,0.06405780750742385,0.09420621780563664,-0.044421403006981004,-0.3867996282456062,0.08540195693599806,-0.019943837250354392,0.06538860785761456,-0.080587783889246,-0.011277150890163111,-0.2045914237073221,0.011879585952230641,0.1288227406567608,-0.053159886811158207,-0.19616583900712323,-0.1018032751237398,-0.12053573643036021,-0.13609953545758635,-0.006534556463066635,-0.11151745408484653,-0.1368711950073675,0.018558441129980775,-0.1404656373552014,0.27805791164181104,-0.021818049102475492,-0.22690237121087495,0.06351077120180032,0.01467553101241881,-0.18126471103659628,0.03499316062621705,-0.10252671584896074,0.3652658167049662,-0.04731461346537514
Carlisle United,-0.31866887296783364,0.08570082303952933,-0.21725443636780903,-0.08434596729138263,0.35630384934852444,-0.003992693688459102,0.3711713047589158,-0.1840314641727663,0.04285640426763797,0.0455660688559113,0.11091143015440363,0.04300603609785349,-0.06638960669296011,-0.07924833275471695,-0.041340294595506005,-0.03335479203573843,-0.1419251987960438,-0.1953995745103413,0.38036481491626617,-0.12065552590508757,0.166113032658019,-0.09981956767329282,-0.152008987420092,-0.13056506303250145,-0.21907403725843289,-0.05201296864972033,0.3890888033537595,-0.12501838526529732,0.15290554116344707,-0.045449104470144025,-0.0759828097109356,-0.198762640843176
Charlton Athletic,0.0895860534517676,-0.3349336558577574,0.18847243142565,0.036028641674317526,-0.023777405123065247,-0.23846433046807863,-0.25516373714040697,0.14219376414600862,0.012038962902750892,-0.0484105002752702,0.09314253624686394,0.003715490091800013,-0.012210481390975247,-0.04347039892385569,-0.146401208096734,0.24282379359525158,0.07574190076971149,-0.10993375306267283,-0.1655360104621347,-0.01219088712820081,-0.12546940539567483,-0.3596087576091138,-0.042119334447692044,-0.08957428217433076,-0.006301375179757116,-0.19528372778019332,-0.24933322086056672,-0.15751169196480094,-0.029178181860933572,-0.30950380494498114,-0.04047192503929452,-0.14029558349145532
Chelsea,0.14057618524595095,0.1333051221959578,0.1667076754964986,0.3344486155867279,-0.1606084101297977,-0.014409043532836611,0.12254104329140274,-0.2149162393142711,0.17739219130566533,0.07064780155342668,-0.12892337041677188,-0.13539086960927163,0.19870756343696167,0.014838745253392339,0.1158965106450632,0.20948227026262004,-0.16249363144871748,0.1470767378366124,0.03310303663490009,-0.18763444021418244,0.128686391743769,0.1932695121679258,-0.09197803201540769,-0.12141805284792073,-0.15009768520197586,0.2114792510020981,0.1460599388048526,-0.03216147958061325,-0.12841632350556156,0.23315112262328005,-0.1312527186207066,-0.23796704197281043
Cheltenham Town,0.2751037551197908,0.006633687104936259,-0.27899641183498275,-0.04908165174826959,-0.30755483517520427,0.04319679973348621,0.187274759320995,0.1518404693173859,0.1635697215929644,0.05937103524151864,0.0623493615201543,0.11786380345606647,-0.23762440910832963,-0.060341017360467555,-0.08014894565579464,-0.11063690851159702,-0.15191377231835992,-0.0922565538061718,-0.08696998705581757,0.08406978232328477,0.16465641298479436,-0.012314969784804813,-0.009388467876488412,0.13417120975672603,-0.06842959689133957,-0.22152397801524276,-0.06610337457167521,0.14901973478303202,0.0902986228908504,0.112865950231655,-0.07552845500946109,0.10221782267207646
Colchester United,0.16389078823648365,-0.027426625234922328,0.1504911378953557,-0.10103770905501533,-0.07640104108539443,-0.009184697301918373,-0.12393873660998957,0.057396727764222895,0.10612050201456318,0.06637889427162,0.19481353718627875,0.00865765213749188,-0.028327871351826198,0.13708950959794036,0.0015664768071684382,0.035698012700005666,-0.1224011053407912,0.10865857271143602,0.13828928978160024,0.06097743965096014,0.04774940890050183,-0.1522029663685578,0.10547565408646674,-0.06398120190355962,-0.12105607221489563,0.1120587651577445,0.06045326632381001,0.03571170096656151,0.14800566657623473,-0.23785810040812738,0.17811622498719729,-0.0677186717816177
Coventry City,-0.06617166814251611,0.23143468787842345,-0.18237217115361248,-0.08850261176286615,0.02371205155048421,0.11038793969843755,0.17508599094092311,-0.02537467279446293,-0.11925710716378686,-0.013113078448096848,0.12346254338151585,0.051084738971490996,0.08605793590845932,-0.17414053490523607,0.0898225086099996,-0.07760630370855276,0.21819604598843972,0.4272313786567212,-0.24518946661100355,0.09413452257712482,0.20057197549122047,0.258149351640788,0.3661578363781915,0.16898197851933675,0.21786084651770482,0.366840376479214,-0.20134429338645227,0.0778975536685639,0.13767008484060636,0.271795936862623,0.3144175494214535,0.22195035194205617
Crawley Town,0.16168586214619515,0.167096774607281,-0.17962494980185004,-0.07281421785439422,-0.15572486561946758,0.027326506786248383,0.09966865424834828,-0.11224098975730287,0.18345663324901143,0.11383819659590394,0.13721858559135394,0.029269497146025426,-0.0032316823766685232,-0.06268299377383917,-0.03535818127891179,0.05900352030043672,0.2614054461149399,0.2739965284542673,0.0032291792037659433,0.1990606818417059,-0.5070499653881395,-0.04798716881306276,0.08549775870727838,0.1337187289782306,0.20377937438240065,0.26735435624743215,0.08534366464090107,0.030444381306892893,-0.3368778404665252,0.09125350507604761,0.22606317608494628,0.18709840751958964
Crewe Alexandra,0.2603217781832534,0.039689534737894806,-0.043448864333158144,0.12742470509365905,0.07735052822484698,0.20916503917680856,0.14459057480009005,0.14391493468328198,0.046800008427522695,0.004660263504053924,0.05158846532659246,0.3223321351188157,-0.059763573122377796,0.10887768276502988,-0.08952799827260971,-0.006765016702192649,-0.3303403983754738,0.2535340850485371,-0.005109912226185411,0.20497012940208842,-0.014160955990429333,0.028928776946704617,0.1738829402549856,-0.36511269820569153,-0.33716698640047993,0.15565686483310937,0.0010046637554782245,0.1815923922589646,-0.008558825501358187,0.06104359573259958,0.1753743277509269,-0.26633287399053324
Crystal Palace,0.07567804753661232,0.006683227018437895,-0.1123532305987179,0.22028661175701153,-0.30616193651196494,-0.17131160704775508,-0.17988705402343616,0.0936358189117906,-0.04568330223774727,-0.10679837948789682,0.039956900799282956,-0.0271058069385885,0.09122834751138978,-0.04466944669402512,0.06139830740388781,-0.058623484739854806,0.1551895843343047,0.03917487523491827,0.17948045211111363,-0.14394864838798166,0.09768712898816095,0.03432502216470373,0.5749770223081064,0.37071691893100217,0.028815037629971774,0.12752441073010282,0.11055220781515225,-0.1699978438662409,0.036094147941053194,0.053245754578578594,0.43457744803275705,0.22681496693723757
